combo_id,cards,card_names_cn,relation_type,element_relation,theme,keywords,love,career,self_state,decision,advice,avoid,risk_flags,retrieval_tags,priority_level,synthesis_logic,human_like_love,human_like_career,human_like_self,human_like_decision,bad_reading_example,why_bad,quality_tags
combo_two_of_cups__seven_of_cups,two_of_cups | seven_of_cups,圣杯二 | 圣杯七,same_suit_minor,same_element,同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守,互相吸引 | 连接 | 和解 | 选择 | 幻想很多 | 选择诱惑 | 不确定 | 防守,圣杯二 + 圣杯七 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 圣杯七 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 圣杯七 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 圣杯七 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | cups | cups | two | seven,high,先读共同主题：同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 圣杯七 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 圣杯七 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 圣杯七 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 圣杯七 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的策略/防守”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和圣杯七说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__eight_of_cups,two_of_cups | eight_of_cups,圣杯二 | 圣杯八,same_suit_minor,same_element,同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复,互相吸引 | 连接 | 和解 | 选择 | 离开 | 情绪撤退 | 寻找更深意义 | 推进,圣杯二 + 圣杯八 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 圣杯八 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 圣杯八 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 圣杯八 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | cups | cups | two | eight,high,先读共同主题：同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 圣杯八 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 圣杯八 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 圣杯八 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 圣杯八 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的推进/重复”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和圣杯八说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__page_of_cups,two_of_cups | page_of_cups,圣杯二 | 圣杯侍从,same_suit_minor,same_element,同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息,互相吸引 | 连接 | 和解 | 选择 | 温柔消息 | 心动表达 | 感性好奇 | 学习,圣杯二 + 圣杯侍从 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 圣杯侍从 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 圣杯侍从 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 圣杯侍从 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | cups | cups | two | page,high,先读共同主题：同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 圣杯侍从 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 圣杯侍从 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 圣杯侍从 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 圣杯侍从 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的学习/消息”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和圣杯侍从说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__knight_of_cups,two_of_cups | knight_of_cups,圣杯二 | 圣杯骑士,same_suit_minor,same_element,同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求,互相吸引 | 连接 | 和解 | 选择 | 浪漫靠近 | 表达爱意 | 邀请 | 行动,圣杯二 + 圣杯骑士 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 圣杯骑士 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 圣杯骑士 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 圣杯骑士 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | cups | cups | two | knight,high,先读共同主题：同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 圣杯骑士 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 圣杯骑士 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 圣杯骑士 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 圣杯骑士 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的行动/追求”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和圣杯骑士说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__queen_of_cups,two_of_cups | queen_of_cups,圣杯二 | 圣杯皇后,same_suit_minor,same_element,同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳,互相吸引 | 连接 | 和解 | 选择 | 共情 | 照顾感受 | 情绪成熟 | 成熟接纳,圣杯二 + 圣杯皇后 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 圣杯皇后 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 圣杯皇后 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 圣杯皇后 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | cups | cups | two | queen,high,先读共同主题：同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 圣杯皇后 在感情里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 圣杯皇后 在事业里可以读成“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 圣杯皇后 在自我状态里像是在提示“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 圣杯皇后 在决策里适合拆解“同一元素中的阶段递进：情绪与关系中的选择/平衡 与 情绪与关系中的内在成熟/接纳”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和圣杯皇后说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__two_of_swords,two_of_cups | two_of_swords,圣杯二 | 宝剑二,same_rank_minor,neutral_elements,同一阶段在不同领域的共振：选择/平衡,互相吸引 | 连接 | 和解 | 选择 | 僵持 | 回避选择 | 自我保护,圣杯二 + 宝剑二 在感情里可以读成“同一阶段在不同领域的共振：选择/平衡”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 宝剑二 在事业里可以读成“同一阶段在不同领域的共振：选择/平衡”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 宝剑二 在自我状态里像是在提示“同一阶段在不同领域的共振：选择/平衡”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 宝剑二 在决策里适合拆解“同一阶段在不同领域的共振：选择/平衡”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_rank_minor | neutral_elements | cups | swords | two | two,high,先读共同主题：同一阶段在不同领域的共振：选择/平衡 | 再看关系类型：same_rank_minor / neutral_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 宝剑二 在感情里可以读成“同一阶段在不同领域的共振：选择/平衡”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 宝剑二 在事业里可以读成“同一阶段在不同领域的共振：选择/平衡”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 宝剑二 在自我状态里像是在提示“同一阶段在不同领域的共振：选择/平衡”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 宝剑二 在决策里适合拆解“同一阶段在不同领域的共振：选择/平衡”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和宝剑二说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__three_of_swords,two_of_cups | three_of_swords,圣杯二 | 宝剑三,mixed_minor,neutral_elements,情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响,互相吸引 | 连接 | 和解 | 选择 | 心痛 | 失望 | 关系伤口 | 扩展,圣杯二 + 宝剑三 在感情里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 宝剑三 在事业里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 宝剑三 在自我状态里像是在提示“情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 宝剑三 在决策里适合拆解“情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定 | 不要放大焦虑或羞辱用户,情绪痛感较强，避免加重焦虑,mixed_minor | neutral_elements | cups | swords | two | three,high,先读共同主题：情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响 | 再看关系类型：mixed_minor / neutral_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 宝剑三 在感情里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 宝剑三 在事业里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 宝剑三 在自我状态里像是在提示“情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 宝剑三 在决策里适合拆解“情绪与关系中的选择/平衡 与 思考与冲突中的扩展/协作 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和宝剑三说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__four_of_swords,two_of_cups | four_of_swords,圣杯二 | 宝剑四,mixed_minor,neutral_elements,情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响,互相吸引 | 连接 | 和解 | 选择 | 休息 | 暂停 | 恢复 | 抽离,圣杯二 + 宝剑四 在感情里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 宝剑四 在事业里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 宝剑四 在自我状态里像是在提示“情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 宝剑四 在决策里适合拆解“情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,先暂停恢复，避免在疲惫状态下做决定。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,mixed_minor | neutral_elements | cups | swords | two | four,high,先读共同主题：情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响 | 再看关系类型：mixed_minor / neutral_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 宝剑四 在感情里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 宝剑四 在事业里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 宝剑四 在自我状态里像是在提示“情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 宝剑四 在决策里适合拆解“情绪与关系中的选择/平衡 与 思考与冲突中的稳定/停顿 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和宝剑四说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__seven_of_swords,two_of_cups | seven_of_swords,圣杯二 | 宝剑七,mixed_minor,neutral_elements,情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响,互相吸引 | 连接 | 和解 | 选择 | 策略 | 隐瞒 | 不完全坦白 | 防守,圣杯二 + 宝剑七 在感情里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 宝剑七 在事业里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 宝剑七 在自我状态里像是在提示“情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 宝剑七 在决策里适合拆解“情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,先核实信息，把事实、猜测和情绪分开。,不要说一定/必然/注定 | 不要用牌替用户做重大决定 | 不要直接说对方在骗你,信息不清，不能直接断言欺骗,mixed_minor | neutral_elements | cups | swords | two | seven,high,先读共同主题：情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响 | 再看关系类型：mixed_minor / neutral_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 宝剑七 在感情里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 宝剑七 在事业里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 宝剑七 在自我状态里像是在提示“情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 宝剑七 在决策里适合拆解“情绪与关系中的选择/平衡 与 思考与冲突中的策略/防守 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和宝剑七说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_two_of_cups__nine_of_swords,two_of_cups | nine_of_swords,圣杯二 | 宝剑九,mixed_minor,neutral_elements,情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响,互相吸引 | 连接 | 和解 | 选择 | 焦虑 | 失眠 | 自责 | 脑内放大,圣杯二 + 宝剑九 在感情里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,圣杯二 + 宝剑九 在事业里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,圣杯二 + 宝剑九 在自我状态里像是在提示“情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,圣杯二 + 宝剑九 在决策里适合拆解“情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定 | 不要放大焦虑或羞辱用户,情绪痛感较强，避免加重焦虑,mixed_minor | neutral_elements | cups | swords | two | nine,high,先读共同主题：情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响 | 再看关系类型：mixed_minor / neutral_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。圣杯二 + 宝剑九 在感情里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。圣杯二 + 宝剑九 在事业里可以读成“情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。圣杯二 + 宝剑九 在自我状态里像是在提示“情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。圣杯二 + 宝剑九 在决策里适合拆解“情绪与关系中的选择/平衡 与 思考与冲突中的临近完成/承受 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,圣杯二和宝剑九说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
