profile_id,card_id,card_name_cn,orientation,orientation_cn,domain,domain_name_cn,theme,core_reading,base_meaning_reference,keywords_used,tone_hint,allowed_claim_strength,forbidden,general_advice
the_fool_upright_love,the_fool,愚人,upright,正位,love,感情,开始、自由与冒险,愚人（正位）在感情场景中的核心是：开始、自由与冒险。在感情里，它会把“开始、自由”放进关系互动、情绪连接、边界和回应节奏中理解。,愚人正位强调开始、自由与冒险，通常指向一个需要被看见的核心主题。,开始 | 自由 | 冒险 | 未知 | 轻装上阵,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
knight_of_cups_reversed_career,knight_of_cups,圣杯骑士,reversed,逆位,career,事业,甜言蜜语、情绪化行动与承诺不稳,圣杯骑士（逆位）在事业场景中的核心是：甜言蜜语、情绪化行动与承诺不稳。在事业里，它会把“甜言蜜语、情绪化行动”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,圣杯骑士逆位多表现为“甜言蜜语、情绪化行动、承诺不稳”，提示这个主题出现阻滞或失衡。,甜言蜜语 | 情绪化行动 | 承诺不稳 | 冲动 | 失速,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
knight_of_cups_reversed_self_state,knight_of_cups,圣杯骑士,reversed,逆位,self_state,自我状态,甜言蜜语、情绪化行动与承诺不稳,圣杯骑士（逆位）在自我状态场景中的核心是：甜言蜜语、情绪化行动与承诺不稳。在自我状态里，它会把“甜言蜜语、情绪化行动”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,圣杯骑士逆位多表现为“甜言蜜语、情绪化行动、承诺不稳”，提示这个主题出现阻滞或失衡。,甜言蜜语 | 情绪化行动 | 承诺不稳 | 冲动 | 失速,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
knight_of_cups_reversed_decision,knight_of_cups,圣杯骑士,reversed,逆位,decision,决策,甜言蜜语、情绪化行动与承诺不稳,圣杯骑士（逆位）在决策场景中的核心是：甜言蜜语、情绪化行动与承诺不稳。在决策里，它会把“甜言蜜语、情绪化行动”放进选择路径、收益、代价、风险和验证动作中理解。,圣杯骑士逆位多表现为“甜言蜜语、情绪化行动、承诺不稳”，提示这个主题出现阻滞或失衡。,甜言蜜语 | 情绪化行动 | 承诺不稳 | 冲动 | 失速,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
queen_of_cups_upright_love,queen_of_cups,圣杯皇后,upright,正位,love,感情,共情、照顾感受与情绪成熟,圣杯皇后（正位）在感情场景中的核心是：共情、照顾感受与情绪成熟。在感情里，它会把“共情、照顾感受”放进关系互动、情绪连接、边界和回应节奏中理解。,圣杯皇后正位把情绪/关系/感受/亲密落到“共情、照顾感受、情绪成熟”这些具体状态中。,共情 | 照顾感受 | 情绪成熟 | 成熟接纳 | 内在掌握,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
queen_of_cups_upright_career,queen_of_cups,圣杯皇后,upright,正位,career,事业,共情、照顾感受与情绪成熟,圣杯皇后（正位）在事业场景中的核心是：共情、照顾感受与情绪成熟。在事业里，它会把“共情、照顾感受”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,圣杯皇后正位把情绪/关系/感受/亲密落到“共情、照顾感受、情绪成熟”这些具体状态中。,共情 | 照顾感受 | 情绪成熟 | 成熟接纳 | 内在掌握,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
queen_of_cups_upright_self_state,queen_of_cups,圣杯皇后,upright,正位,self_state,自我状态,共情、照顾感受与情绪成熟,圣杯皇后（正位）在自我状态场景中的核心是：共情、照顾感受与情绪成熟。在自我状态里，它会把“共情、照顾感受”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,圣杯皇后正位把情绪/关系/感受/亲密落到“共情、照顾感受、情绪成熟”这些具体状态中。,共情 | 照顾感受 | 情绪成熟 | 成熟接纳 | 内在掌握,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
queen_of_cups_upright_decision,queen_of_cups,圣杯皇后,upright,正位,decision,决策,共情、照顾感受与情绪成熟,圣杯皇后（正位）在决策场景中的核心是：共情、照顾感受与情绪成熟。在决策里，它会把“共情、照顾感受”放进选择路径、收益、代价、风险和验证动作中理解。,圣杯皇后正位把情绪/关系/感受/亲密落到“共情、照顾感受、情绪成熟”这些具体状态中。,共情 | 照顾感受 | 情绪成熟 | 成熟接纳 | 内在掌握,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
queen_of_cups_reversed_love,queen_of_cups,圣杯皇后,reversed,逆位,love,感情,共情过载、情绪边界弱与敏感内耗,圣杯皇后（逆位）在感情场景中的核心是：共情过载、情绪边界弱与敏感内耗。在感情里，它会把“共情过载、情绪边界弱”放进关系互动、情绪连接、边界和回应节奏中理解。,圣杯皇后逆位多表现为“共情过载、情绪边界弱、敏感内耗”，提示这个主题出现阻滞或失衡。,共情过载 | 情绪边界弱 | 敏感内耗 | 情绪/资源失衡 | 过度内耗,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
queen_of_cups_reversed_career,queen_of_cups,圣杯皇后,reversed,逆位,career,事业,共情过载、情绪边界弱与敏感内耗,圣杯皇后（逆位）在事业场景中的核心是：共情过载、情绪边界弱与敏感内耗。在事业里，它会把“共情过载、情绪边界弱”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,圣杯皇后逆位多表现为“共情过载、情绪边界弱、敏感内耗”，提示这个主题出现阻滞或失衡。,共情过载 | 情绪边界弱 | 敏感内耗 | 情绪/资源失衡 | 过度内耗,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
queen_of_cups_reversed_self_state,queen_of_cups,圣杯皇后,reversed,逆位,self_state,自我状态,共情过载、情绪边界弱与敏感内耗,圣杯皇后（逆位）在自我状态场景中的核心是：共情过载、情绪边界弱与敏感内耗。在自我状态里，它会把“共情过载、情绪边界弱”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,圣杯皇后逆位多表现为“共情过载、情绪边界弱、敏感内耗”，提示这个主题出现阻滞或失衡。,共情过载 | 情绪边界弱 | 敏感内耗 | 情绪/资源失衡 | 过度内耗,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
queen_of_cups_reversed_decision,queen_of_cups,圣杯皇后,reversed,逆位,decision,决策,共情过载、情绪边界弱与敏感内耗,圣杯皇后（逆位）在决策场景中的核心是：共情过载、情绪边界弱与敏感内耗。在决策里，它会把“共情过载、情绪边界弱”放进选择路径、收益、代价、风险和验证动作中理解。,圣杯皇后逆位多表现为“共情过载、情绪边界弱、敏感内耗”，提示这个主题出现阻滞或失衡。,共情过载 | 情绪边界弱 | 敏感内耗 | 情绪/资源失衡 | 过度内耗,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
king_of_cups_upright_love,king_of_cups,圣杯国王,upright,正位,love,感情,情绪稳定、成熟包容与温和掌舵,圣杯国王（正位）在感情场景中的核心是：情绪稳定、成熟包容与温和掌舵。在感情里，它会把“情绪稳定、成熟包容”放进关系互动、情绪连接、边界和回应节奏中理解。,圣杯国王正位把情绪/关系/感受/亲密落到“情绪稳定、成熟包容、温和掌舵”这些具体状态中。,情绪稳定 | 成熟包容 | 温和掌舵 | 成熟掌控 | 领导,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
king_of_cups_upright_career,king_of_cups,圣杯国王,upright,正位,career,事业,情绪稳定、成熟包容与温和掌舵,圣杯国王（正位）在事业场景中的核心是：情绪稳定、成熟包容与温和掌舵。在事业里，它会把“情绪稳定、成熟包容”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,圣杯国王正位把情绪/关系/感受/亲密落到“情绪稳定、成熟包容、温和掌舵”这些具体状态中。,情绪稳定 | 成熟包容 | 温和掌舵 | 成熟掌控 | 领导,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
king_of_cups_upright_self_state,king_of_cups,圣杯国王,upright,正位,self_state,自我状态,情绪稳定、成熟包容与温和掌舵,圣杯国王（正位）在自我状态场景中的核心是：情绪稳定、成熟包容与温和掌舵。在自我状态里，它会把“情绪稳定、成熟包容”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,圣杯国王正位把情绪/关系/感受/亲密落到“情绪稳定、成熟包容、温和掌舵”这些具体状态中。,情绪稳定 | 成熟包容 | 温和掌舵 | 成熟掌控 | 领导,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
king_of_cups_upright_decision,king_of_cups,圣杯国王,upright,正位,decision,决策,情绪稳定、成熟包容与温和掌舵,圣杯国王（正位）在决策场景中的核心是：情绪稳定、成熟包容与温和掌舵。在决策里，它会把“情绪稳定、成熟包容”放进选择路径、收益、代价、风险和验证动作中理解。,圣杯国王正位把情绪/关系/感受/亲密落到“情绪稳定、成熟包容、温和掌舵”这些具体状态中。,情绪稳定 | 成熟包容 | 温和掌舵 | 成熟掌控 | 领导,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
king_of_cups_reversed_love,king_of_cups,圣杯国王,reversed,逆位,love,感情,情绪压抑、表面平静与逃避表达,圣杯国王（逆位）在感情场景中的核心是：情绪压抑、表面平静与逃避表达。在感情里，它会把“情绪压抑、表面平静”放进关系互动、情绪连接、边界和回应节奏中理解。,圣杯国王逆位多表现为“情绪压抑、表面平静、逃避表达”，提示这个主题出现阻滞或失衡。,情绪压抑 | 表面平静 | 逃避表达 | 控制过度 | 僵硬,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
king_of_cups_reversed_career,king_of_cups,圣杯国王,reversed,逆位,career,事业,情绪压抑、表面平静与逃避表达,圣杯国王（逆位）在事业场景中的核心是：情绪压抑、表面平静与逃避表达。在事业里，它会把“情绪压抑、表面平静”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,圣杯国王逆位多表现为“情绪压抑、表面平静、逃避表达”，提示这个主题出现阻滞或失衡。,情绪压抑 | 表面平静 | 逃避表达 | 控制过度 | 僵硬,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
king_of_cups_reversed_self_state,king_of_cups,圣杯国王,reversed,逆位,self_state,自我状态,情绪压抑、表面平静与逃避表达,圣杯国王（逆位）在自我状态场景中的核心是：情绪压抑、表面平静与逃避表达。在自我状态里，它会把“情绪压抑、表面平静”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,圣杯国王逆位多表现为“情绪压抑、表面平静、逃避表达”，提示这个主题出现阻滞或失衡。,情绪压抑 | 表面平静 | 逃避表达 | 控制过度 | 僵硬,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
king_of_cups_reversed_decision,king_of_cups,圣杯国王,reversed,逆位,decision,决策,情绪压抑、表面平静与逃避表达,圣杯国王（逆位）在决策场景中的核心是：情绪压抑、表面平静与逃避表达。在决策里，它会把“情绪压抑、表面平静”放进选择路径、收益、代价、风险和验证动作中理解。,圣杯国王逆位多表现为“情绪压抑、表面平静、逃避表达”，提示这个主题出现阻滞或失衡。,情绪压抑 | 表面平静 | 逃避表达 | 控制过度 | 僵硬,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
ace_of_swords_upright_love,ace_of_swords,宝剑一,upright,正位,love,感情,清晰判断、真相与新想法,宝剑一（正位）在感情场景中的核心是：清晰判断、真相与新想法。在感情里，它会把“清晰判断、真相”放进关系互动、情绪连接、边界和回应节奏中理解。,宝剑一正位把思考/沟通/冲突/判断落到“清晰判断、真相、新想法”这些具体状态中。,清晰判断 | 真相 | 新想法 | 新开始 | 种子,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
ace_of_swords_upright_career,ace_of_swords,宝剑一,upright,正位,career,事业,清晰判断、真相与新想法,宝剑一（正位）在事业场景中的核心是：清晰判断、真相与新想法。在事业里，它会把“清晰判断、真相”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,宝剑一正位把思考/沟通/冲突/判断落到“清晰判断、真相、新想法”这些具体状态中。,清晰判断 | 真相 | 新想法 | 新开始 | 种子,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
ace_of_swords_upright_self_state,ace_of_swords,宝剑一,upright,正位,self_state,自我状态,清晰判断、真相与新想法,宝剑一（正位）在自我状态场景中的核心是：清晰判断、真相与新想法。在自我状态里，它会把“清晰判断、真相”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,宝剑一正位把思考/沟通/冲突/判断落到“清晰判断、真相、新想法”这些具体状态中。,清晰判断 | 真相 | 新想法 | 新开始 | 种子,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
ace_of_swords_upright_decision,ace_of_swords,宝剑一,upright,正位,decision,决策,清晰判断、真相与新想法,宝剑一（正位）在决策场景中的核心是：清晰判断、真相与新想法。在决策里，它会把“清晰判断、真相”放进选择路径、收益、代价、风险和验证动作中理解。,宝剑一正位把思考/沟通/冲突/判断落到“清晰判断、真相、新想法”这些具体状态中。,清晰判断 | 真相 | 新想法 | 新开始 | 种子,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
ace_of_swords_reversed_love,ace_of_swords,宝剑一,reversed,逆位,love,感情,判断混乱、话语伤人与真相不明,宝剑一（逆位）在感情场景中的核心是：判断混乱、话语伤人与真相不明。在感情里，它会把“判断混乱、话语伤人”放进关系互动、情绪连接、边界和回应节奏中理解。,宝剑一逆位多表现为“判断混乱、话语伤人、真相不明”，提示这个主题出现阻滞或失衡。,判断混乱 | 话语伤人 | 真相不明 | 机会未落地 | 动力不足,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
ace_of_swords_reversed_career,ace_of_swords,宝剑一,reversed,逆位,career,事业,判断混乱、话语伤人与真相不明,宝剑一（逆位）在事业场景中的核心是：判断混乱、话语伤人与真相不明。在事业里，它会把“判断混乱、话语伤人”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,宝剑一逆位多表现为“判断混乱、话语伤人、真相不明”，提示这个主题出现阻滞或失衡。,判断混乱 | 话语伤人 | 真相不明 | 机会未落地 | 动力不足,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
ace_of_swords_reversed_self_state,ace_of_swords,宝剑一,reversed,逆位,self_state,自我状态,判断混乱、话语伤人与真相不明,宝剑一（逆位）在自我状态场景中的核心是：判断混乱、话语伤人与真相不明。在自我状态里，它会把“判断混乱、话语伤人”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,宝剑一逆位多表现为“判断混乱、话语伤人、真相不明”，提示这个主题出现阻滞或失衡。,判断混乱 | 话语伤人 | 真相不明 | 机会未落地 | 动力不足,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
ace_of_swords_reversed_decision,ace_of_swords,宝剑一,reversed,逆位,decision,决策,判断混乱、话语伤人与真相不明,宝剑一（逆位）在决策场景中的核心是：判断混乱、话语伤人与真相不明。在决策里，它会把“判断混乱、话语伤人”放进选择路径、收益、代价、风险和验证动作中理解。,宝剑一逆位多表现为“判断混乱、话语伤人、真相不明”，提示这个主题出现阻滞或失衡。,判断混乱 | 话语伤人 | 真相不明 | 机会未落地 | 动力不足,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
two_of_swords_upright_love,two_of_swords,宝剑二,upright,正位,love,感情,僵持、回避选择与自我保护,宝剑二（正位）在感情场景中的核心是：僵持、回避选择与自我保护。在感情里，它会把“僵持、回避选择”放进关系互动、情绪连接、边界和回应节奏中理解。,宝剑二正位把思考/沟通/冲突/判断落到“僵持、回避选择、自我保护”这些具体状态中。,僵持 | 回避选择 | 自我保护 | 选择 | 平衡,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
two_of_swords_upright_career,two_of_swords,宝剑二,upright,正位,career,事业,僵持、回避选择与自我保护,宝剑二（正位）在事业场景中的核心是：僵持、回避选择与自我保护。在事业里，它会把“僵持、回避选择”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,宝剑二正位把思考/沟通/冲突/判断落到“僵持、回避选择、自我保护”这些具体状态中。,僵持 | 回避选择 | 自我保护 | 选择 | 平衡,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
two_of_swords_upright_self_state,two_of_swords,宝剑二,upright,正位,self_state,自我状态,僵持、回避选择与自我保护,宝剑二（正位）在自我状态场景中的核心是：僵持、回避选择与自我保护。在自我状态里，它会把“僵持、回避选择”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,宝剑二正位把思考/沟通/冲突/判断落到“僵持、回避选择、自我保护”这些具体状态中。,僵持 | 回避选择 | 自我保护 | 选择 | 平衡,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
two_of_swords_upright_decision,two_of_swords,宝剑二,upright,正位,decision,决策,僵持、回避选择与自我保护,宝剑二（正位）在决策场景中的核心是：僵持、回避选择与自我保护。在决策里，它会把“僵持、回避选择”放进选择路径、收益、代价、风险和验证动作中理解。,宝剑二正位把思考/沟通/冲突/判断落到“僵持、回避选择、自我保护”这些具体状态中。,僵持 | 回避选择 | 自我保护 | 选择 | 平衡,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
two_of_swords_reversed_love,two_of_swords,宝剑二,reversed,逆位,love,感情,僵局松动、不得不面对与信息打开,宝剑二（逆位）在感情场景中的核心是：僵局松动、不得不面对与信息打开。在感情里，它会把“僵局松动、不得不面对”放进关系互动、情绪连接、边界和回应节奏中理解。,宝剑二逆位多表现为“僵局松动、不得不面对、信息打开”，提示这个主题出现阻滞或失衡。,僵局松动 | 不得不面对 | 信息打开 | 失衡 | 犹豫,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
two_of_swords_reversed_career,two_of_swords,宝剑二,reversed,逆位,career,事业,僵局松动、不得不面对与信息打开,宝剑二（逆位）在事业场景中的核心是：僵局松动、不得不面对与信息打开。在事业里，它会把“僵局松动、不得不面对”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,宝剑二逆位多表现为“僵局松动、不得不面对、信息打开”，提示这个主题出现阻滞或失衡。,僵局松动 | 不得不面对 | 信息打开 | 失衡 | 犹豫,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
two_of_swords_reversed_self_state,two_of_swords,宝剑二,reversed,逆位,self_state,自我状态,僵局松动、不得不面对与信息打开,宝剑二（逆位）在自我状态场景中的核心是：僵局松动、不得不面对与信息打开。在自我状态里，它会把“僵局松动、不得不面对”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,宝剑二逆位多表现为“僵局松动、不得不面对、信息打开”，提示这个主题出现阻滞或失衡。,僵局松动 | 不得不面对 | 信息打开 | 失衡 | 犹豫,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
two_of_swords_reversed_decision,two_of_swords,宝剑二,reversed,逆位,decision,决策,僵局松动、不得不面对与信息打开,宝剑二（逆位）在决策场景中的核心是：僵局松动、不得不面对与信息打开。在决策里，它会把“僵局松动、不得不面对”放进选择路径、收益、代价、风险和验证动作中理解。,宝剑二逆位多表现为“僵局松动、不得不面对、信息打开”，提示这个主题出现阻滞或失衡。,僵局松动 | 不得不面对 | 信息打开 | 失衡 | 犹豫,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
three_of_swords_upright_love,three_of_swords,宝剑三,upright,正位,love,感情,心痛、失望与关系伤口,宝剑三（正位）在感情场景中的核心是：心痛、失望与关系伤口。感情里说明伤口真实存在，需要承认痛感而非急着结论。,宝剑三正位把思考/沟通/冲突/判断落到“心痛、失望、关系伤口”这些具体状态中。,心痛 | 失望 | 关系伤口 | 扩展 | 合作,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
three_of_swords_upright_career,three_of_swords,宝剑三,upright,正位,career,事业,心痛、失望与关系伤口,宝剑三（正位）在事业场景中的核心是：心痛、失望与关系伤口。事业里可能是失望、被否定或沟通伤害。,宝剑三正位把思考/沟通/冲突/判断落到“心痛、失望、关系伤口”这些具体状态中。,心痛 | 失望 | 关系伤口 | 扩展 | 合作,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
three_of_swords_upright_self_state,three_of_swords,宝剑三,upright,正位,self_state,自我状态,心痛、失望与关系伤口,宝剑三（正位）在自我状态场景中的核心是：心痛、失望与关系伤口。自我状态里提示心里有刺，不能靠压下去解决。,宝剑三正位把思考/沟通/冲突/判断落到“心痛、失望、关系伤口”这些具体状态中。,心痛 | 失望 | 关系伤口 | 扩展 | 合作,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
three_of_swords_upright_decision,three_of_swords,宝剑三,upright,正位,decision,决策,心痛、失望与关系伤口,宝剑三（正位）在决策场景中的核心是：心痛、失望与关系伤口。决策里提醒不要只因痛感做极端选择。,宝剑三正位把思考/沟通/冲突/判断落到“心痛、失望、关系伤口”这些具体状态中。,心痛 | 失望 | 关系伤口 | 扩展 | 合作,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
three_of_swords_reversed_love,three_of_swords,宝剑三,reversed,逆位,love,感情,心痛、失望与关系伤口,宝剑三（逆位）在感情场景中的核心是：心痛、失望与关系伤口。感情里说明伤口真实存在，需要承认痛感而非急着结论。,宝剑三逆位多表现为“伤口修复、痛感释放、慢慢释怀”，提示这个主题出现阻滞或失衡。,伤口修复 | 痛感释放 | 慢慢释怀 | 合作不顺 | 期待落空,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
three_of_swords_reversed_career,three_of_swords,宝剑三,reversed,逆位,career,事业,心痛、失望与关系伤口,宝剑三（逆位）在事业场景中的核心是：心痛、失望与关系伤口。事业里可能是失望、被否定或沟通伤害。,宝剑三逆位多表现为“伤口修复、痛感释放、慢慢释怀”，提示这个主题出现阻滞或失衡。,伤口修复 | 痛感释放 | 慢慢释怀 | 合作不顺 | 期待落空,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
three_of_swords_reversed_self_state,three_of_swords,宝剑三,reversed,逆位,self_state,自我状态,心痛、失望与关系伤口,宝剑三（逆位）在自我状态场景中的核心是：心痛、失望与关系伤口。自我状态里提示心里有刺，不能靠压下去解决。,宝剑三逆位多表现为“伤口修复、痛感释放、慢慢释怀”，提示这个主题出现阻滞或失衡。,伤口修复 | 痛感释放 | 慢慢释怀 | 合作不顺 | 期待落空,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
three_of_swords_reversed_decision,three_of_swords,宝剑三,reversed,逆位,decision,决策,心痛、失望与关系伤口,宝剑三（逆位）在决策场景中的核心是：心痛、失望与关系伤口。决策里提醒不要只因痛感做极端选择。,宝剑三逆位多表现为“伤口修复、痛感释放、慢慢释怀”，提示这个主题出现阻滞或失衡。,伤口修复 | 痛感释放 | 慢慢释怀 | 合作不顺 | 期待落空,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
four_of_swords_upright_love,four_of_swords,宝剑四,upright,正位,love,感情,暂停、恢复与抽离,宝剑四（正位）在感情场景中的核心是：暂停、恢复与抽离。感情里可能是冷静期、距离感或需要空间，不等于不爱。,宝剑四正位把思考/沟通/冲突/判断落到“休息、暂停、恢复”这些具体状态中。,休息 | 暂停 | 恢复 | 抽离 | 稳定 | 停顿,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
four_of_swords_upright_career,four_of_swords,宝剑四,upright,正位,career,事业,暂停、恢复与抽离,宝剑四（正位）在事业场景中的核心是：暂停、恢复与抽离。事业里是能量被按住、推进迟缓，需要复盘消耗源。,宝剑四正位把思考/沟通/冲突/判断落到“休息、暂停、恢复”这些具体状态中。,休息 | 暂停 | 恢复 | 抽离 | 稳定 | 停顿,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
