case_id,domain,intent,risk_level,question,rewritten_question,spread_id,cards,good_answer,bad_answer,why_good,why_bad,quality_tags,safety_notes,follow_up
auto_seed_089,career,career_growth,medium,我现在是不是该主动争取机会？,主动争取机会的时机和方式是什么？,career_5,three_of_wands_upright | six_of_wands_reversed | king_of_wands_upright,权杖三说明有向外争取的空间，权杖六逆位提示你的成果还不够可见，权杖国王建议你更主动地定义目标和展示价值。争取可以，但要带着证据和方案。,冲，一定会成功。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,career | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_090,self_state,self_reflection,low,我最近为什么很容易烦？,我的烦躁背后有哪些压力和边界问题？,self_exploration_5,five_of_wands_upright | queen_of_cups_reversed | temperance_reversed,权杖五让情绪里有很多摩擦，圣杯皇后逆位说明你可能吸收了太多别人的感受，节制逆位则是节奏失衡。烦躁不是无理取闹，而是边界在报警。,你脾气太差了。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,self_state | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_091,decision,option_compare,medium,我要不要开始一个新副业？,新副业的机会、风险和最小验证方式是什么？,three_state_obstacle_advice,ace_of_wands_upright | two_of_pentacles_reversed | justice_upright,权杖一有新机会，星币二逆位提示多线压力，正义建议你先算清时间和现金流。适合做最小验证，不适合一开始投入过重。,做副业一定赚钱。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,decision | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_092,love,relationship_reflection,medium,我总觉得对方忽冷忽热怎么办？,我该如何理解忽冷忽热带来的不安全感？,three_self_relation_other,the_moon_upright | two_of_cups_reversed | queen_of_swords_upright,这组牌更像是在说互动节奏不稳定带来的不安。月亮让你很容易脑补，圣杯二逆位说明回应不对等，宝剑皇后建议你别只猜，找一个清楚但不压迫的方式表达需求。,对方就是不爱你。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,love | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_093,career,career_growth,medium,我现在是不是该主动争取机会？,主动争取机会的时机和方式是什么？,career_5,three_of_wands_upright | six_of_wands_reversed | king_of_wands_upright,权杖三说明有向外争取的空间，权杖六逆位提示你的成果还不够可见，权杖国王建议你更主动地定义目标和展示价值。争取可以，但要带着证据和方案。,冲，一定会成功。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,career | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_094,self_state,self_reflection,low,我最近为什么很容易烦？,我的烦躁背后有哪些压力和边界问题？,self_exploration_5,five_of_wands_upright | queen_of_cups_reversed | temperance_reversed,权杖五让情绪里有很多摩擦，圣杯皇后逆位说明你可能吸收了太多别人的感受，节制逆位则是节奏失衡。烦躁不是无理取闹，而是边界在报警。,你脾气太差了。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,self_state | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_095,decision,option_compare,medium,我要不要开始一个新副业？,新副业的机会、风险和最小验证方式是什么？,three_state_obstacle_advice,ace_of_wands_upright | two_of_pentacles_reversed | justice_upright,权杖一有新机会，星币二逆位提示多线压力，正义建议你先算清时间和现金流。适合做最小验证，不适合一开始投入过重。,做副业一定赚钱。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,decision | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_096,love,relationship_reflection,medium,我总觉得对方忽冷忽热怎么办？,我该如何理解忽冷忽热带来的不安全感？,three_self_relation_other,the_moon_upright | two_of_cups_reversed | queen_of_swords_upright,这组牌更像是在说互动节奏不稳定带来的不安。月亮让你很容易脑补，圣杯二逆位说明回应不对等，宝剑皇后建议你别只猜，找一个清楚但不压迫的方式表达需求。,对方就是不爱你。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,love | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_097,career,career_growth,medium,我现在是不是该主动争取机会？,主动争取机会的时机和方式是什么？,career_5,three_of_wands_upright | six_of_wands_reversed | king_of_wands_upright,权杖三说明有向外争取的空间，权杖六逆位提示你的成果还不够可见，权杖国王建议你更主动地定义目标和展示价值。争取可以，但要带着证据和方案。,冲，一定会成功。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,career | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_098,self_state,self_reflection,low,我最近为什么很容易烦？,我的烦躁背后有哪些压力和边界问题？,self_exploration_5,five_of_wands_upright | queen_of_cups_reversed | temperance_reversed,权杖五让情绪里有很多摩擦，圣杯皇后逆位说明你可能吸收了太多别人的感受，节制逆位则是节奏失衡。烦躁不是无理取闹，而是边界在报警。,你脾气太差了。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,self_state | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_099,decision,option_compare,medium,我要不要开始一个新副业？,新副业的机会、风险和最小验证方式是什么？,three_state_obstacle_advice,ace_of_wands_upright | two_of_pentacles_reversed | justice_upright,权杖一有新机会，星币二逆位提示多线压力，正义建议你先算清时间和现金流。适合做最小验证，不适合一开始投入过重。,做副业一定赚钱。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,decision | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
auto_seed_100,love,relationship_reflection,medium,我总觉得对方忽冷忽热怎么办？,我该如何理解忽冷忽热带来的不安全感？,three_self_relation_other,the_moon_upright | two_of_cups_reversed | queen_of_swords_upright,这组牌更像是在说互动节奏不稳定带来的不安。月亮让你很容易脑补，圣杯二逆位说明回应不对等，宝剑皇后建议你别只猜，找一个清楚但不压迫的方式表达需求。,对方就是不爱你。,有牌位意识 | 非绝对化 | 有现实建议 | 语气自然,绝对化 | 忽略风险 | 无行动建议,love | seed_variant | actionable | non_absolute,模板扩展案例，用于覆盖常见输入和质检边界。,你最担心的代价是什么？ | 有没有一个现实信号可以先验证？
